Id,SalePrice
1590,119753.008039
1591,128952.624066
1592,164985.765854
1593,144028.941845
1594,131491.89628
1595,152478.204783
1596,182139.583643
1597,146666.204577
1598,294972.487226
1599,211951.380952
1600,185316.50487
1601,102038.301914
1602,161782.63105
1603,116878.309001
1604,272151.796611
1605,272985.475487
1606,191189.648827
1607,90025.3484496
1608,229516.032804
1609,172606.008165
1610,182732.09101
1611,142369.039386
1612,202254.317111
1613,190566.524945
1614,163968.993911
1615,131612.902581
1616,90902.5595699
1617,67927.9338676
1618,168598.78931
1619,203773.553354
1620,207523.269039
1621,173843.670717
1622,195868.848528
1623,257953.131968
1624,153326.394758
1625,145274.308959
1626,143341.523341
1627,242060.443571
1628,301837.019035
1629,218037.58503
1630,297858.385425
1631,166371.44967
1632,208034.540538
1633,229556.803813
1634,199876.560131
1635,226299.795688
1636,190254.683918
1637,216692.514222
1638,204906.90142
1639,207127.061047
1640,177735.395459
1641,166943.188088
1642,226978.180441
1643,123179.419733
1644,262627.020068
1645,154307.167217
1646,208894.868445
1647,158381.894029
1648,138765.11621
1649,146809.507002
1650,184587.921134
1651,215513.047313
1652,126091.473903
1653,141201.175674
1654,175406.548549
1655,132691.1174
1656,156150.183415
1657,211510.674902
1658,219148.841913
1659,184629.354551
1660,246121.761894
1661,252606.607506
1662,263902.630101
1663,204540.192203
1664,203018.663048
1665,189509.890872
1666,289207.500393
1667,286486.828289
1668,225593.710226
1669,295384.018438
1670,226276.510066
1671,179414.440103
1672,257208.134578
1673,258478.609105
1674,184160.715611
1675,184014.563175
1676,208516.964753
1677,257898.27262
1678,236072.314829
1679,270213.110077
1680,238835.42402
1681,252360.471265
1682,307220.624534
1683,193150.412087
1684,150375.631982
1685,256286.390171
1686,154238.401363
1687,267517.91879
1688,130589.102742
1689,159200.561808
1690,236674.010948
1691,200874.645996
1692,314302.240884
1693,134361.073344
1694,150367.850946
1695,221923.210209
1696,149580.570598
1697,219087.361652
1698,258347.84145
1699,255178.562454
1700,202160.338032
1701,252612.536283
1702,139107.183208
1703,170864.840037
1704,178498.442602
1705,240958.619412
1706,347439.806762
1707,211403.427258
1708,216330.397338
1709,213523.418775
1710,257177.097012
1711,206612.748044
1712,238366.781433
1713,230206.465658
1714,210849.580705
1715,218298.986801
1716,202055.039051
1717,179323.490079
1718,148504.136257
1719,208514.83042
1720,80080.6700409
1721,187955.262007
1722,166317.153714
1723,134025.412752
1724,175620.053552
1725,130548.236146
1726,185127.633808
1727,143793.311048
1728,201754.40189
1729,118835.533104
1730,175326.511515
1731,156592.671247
1732,160680.5281
1733,171378.021096
1734,148051.304619
1735,114799.550096
1736,125971.618022
1737,249662.101087
1738,169986.767348
1739,290269.000681
1740,215770.517866
1741,228132.651555
1742,194867.742595
1743,220347.906296
1744,253860.34689
1745,203897.656047
1746,164925.619908
1747,212362.026273
1748,140916.383281
1749,122751.363584
1750,120777.776958
1751,256909.244496
1752,147083.543663
1753,146576.965322
1754,215581.717633
1755,186191.947727
1756,147131.019133
1757,146861.315305
1758,195912.59262
1759,150776.715
1760,151425.629223
1761,168411.637115
1762,212038.33706
1763,179919.649584
1764,106421.638498
1765,225830.226248
1766,236798.005542
1767,245654.938547
1768,118273.265304
1769,122410.78358
1770,215387.265798
1771,124599.96651
1772,115428.817211
1773,119881.900466
1774,132560.100477
1775,142705.502523
1776,157748.166705
1777,157131.242847
1778,196266.345691
1779,242612.954412
1780,220146.685452
1781,143181.586058
1782,161433.427447
1783,227221.449363
1784,150113.352157
1785,155159.07226
1786,80353.0367773
1787,213075.001307
1788,142484.016167
1789,158136.880373
1790,104798.935152
1791,167743.950811
1792,135013.890331
1793,176550.999312
1794,193629.1662
1795,138353.492998
1796,208727.512398
1797,195937.506557
1798,140824.603259
1799,159636.792353
1800,151289.70488
1801,177338.803966
1802,115337.640782
1803,76954.6442252
1804,209041.231885
1805,110583.493969
1806,130908.70375
1807,96690.0806632
1808,170510.732236
1809,130605.16323
1810,192285.823268
1811,99181.9055182
1812,100972.71326
1813,110402.788334
1814,74081.2348782
1815,152740.357122
1816,122473.447018
1817,125770.42439
1818,123387.494443
1819,135993.808136
1820,123489.251713
1821,77268.3228926
1822,144848.357708
1823,106216.292911
1824,96293.0715068
1825,182069.372381
1826,110760.802916
1827,134000.294472
1828,137447.213698
1829,168533.107957
1830,116541.461869
1831,146446.563295
1832,61280.0710513
1833,92747.2989593
1834,122251.536965
1835,114274.441763
1836,74836.5423653
1837,79363.5052007
1838,154269.700295
1839,189728.664199
1840,157790.622251
1841,145153.045525
1842,123335.066642
1843,160092.766222
1844,122842.043006
1845,198093.730446
1846,161297.380486
1847,138430.201224
1848,113966.192898
1849,177901.036694
1850,160820.479047
1851,139482.120772
1852,127537.453152
1853,65493.9249918
1854,123361.62156
1855,121568.938595
1856,190754.550807
1857,126810.774436
1858,176123.435189
1859,146355.165212
1860,165637.49416
1861,170831.297835
1862,228145.10812
1863,131422.761136
1864,271039.552464
1865,234810.590166
1866,249927.162194
1867,214663.241456
1868,229499.960582
1869,253399.66371
1870,255859.096256
1871,204352.099872
1872,162973.116501
1873,228099.928784
1874,153478.1682
1875,222996.790845
1876,206660.894434
1877,177373.098889
1878,253430.792583
1879,124260.880621
1880,156732.626532
1881,242157.532759
1882,242873.595897
1883,161061.924057
1884,268223.267845
1885,205877.728456
1886,187603.343398
1887,241334.801563
1888,180960.556174
1889,182580.625208
1890,126021.901349
1891,116248.60819
1892,118922.292009
1893,110644.402505
1894,77240.6635438
1895,79038.5780158
1896,133892.990742
1897,111703.311019
1898,111309.234853
1899,91466.3383648
1900,148730.194301
1901,214664.306285
1902,195578.855387
1903,178807.785922
1904,143599.296684
1905,168872.215995
1906,183342.866975
1907,228937.643804
1908,165899.132519
1909,149988.516473
1910,122543.27762
1911,153752.084998
1912,259535.474924
1913,147540.356728
1914,110566.486588
1915,297262.658725
1916,133777.201887
1917,179980.653973
1918,182437.704997
1919,191191.110237
1920,137178.427452
1921,261111.232136
1922,168567.899475
1923,166679.639232
1924,175936.044016
1925,182801.180697
1926,280254.677771
1927,157500.924518
1928,172820.099117
1929,194206.88404
1930,187426.312309
1931,206316.342353
1932,187927.368568
1933,134715.562904
1934,249078.235084
1935,220790.967251
1936,157857.742046
1937,208142.295241
1938,239980.370156
1939,210248.908717
1940,161646.917749
1941,226348.393962
1942,230972.811544
1943,206539.207765
1944,217775.125766
1945,202467.74079
1946,127882.744835
1947,200898.160703
1948,170057.83534
1949,231880.61156
1950,107052.605113
1951,134137.867702
1952,182949.803076
1953,149100.634255
1954,168949.866289
1955,75463.8626992
1956,144207.8504
1957,145186.800034
1958,248279.595845
1959,108439.954089
1960,112825.166465
1961,127010.2645
1962,148238.758788
1963,141363.083716
1964,156619.145551
1965,137664.690067
1966,181918.862398
1967,261624.086508
1968,250408.53674
1969,223411.428681
1970,230484.522874
1971,273822.074378
1972,283352.902359
1973,179903.023
1974,228416.119562
1975,198269.34202
1976,340292.004766
1977,278687.072005
1978,301755.860335
1979,245658.79509
1980,257954.737444
1981,145611.809709
1982,233184.395271
1983,228897.215904
1984,314506.66274
1985,299305.195026
1986,222105.669274
1987,154311.693018
1988,247848.882094
1989,104714.495586
1990,288158.302175
1991,259866.296338
1992,173935.706724
1993,77096.5379399
1994,35369.7766353
1995,174676.784386
1996,205153.057514
1997,213821.179528
1998,168519.603429
1999,202000.103305
2000,264820.255803
2001,288028.890592
2002,267689.825108
2003,265403.85882
2004,161137.885862
2005,184840.6145
2006,237359.5208
2007,217976.133951
2008,146331.453102
2009,131542.848819
2010,217211.626132
2011,129289.200881
2012,139533.590417
2013,208212.510101
2014,95249.3045259
2015,219502.709605
2016,157593.351113
2017,176081.639931
2018,121375.266902
2019,153772.620878
2020,155781.138243
2021,145791.004474
2022,192486.410681
2023,136325.067453
2024,259586.395796
2025,261474.419916
2026,193306.986489
2027,252200.170993
2028,238835.494639
2029,243353.60719
2030,176314.907405
2031,272189.195385
2032,156666.261211
2033,215875.642323
2034,159678.285088
2035,143534.396362
2036,177445.243379
2037,200254.344245
2038,236689.321228
2039,178884.270372
2040,271535.242883
2041,226769.776434
2042,282587.006376
2043,110134.745643
2044,170600.040494
2045,168745.025203
2046,110355.104627
2047,117336.948643
2048,134194.809849
2049,114190.140714
2050,120850.366225
2051,165759.229677
2052,179244.311941
2053,120290.035182
2054,119583.42481
2055,122004.81732
2056,230051.845254
2057,120293.528986
2058,199369.132971
2059,173045.920443
2060,184339.680186
2061,183174.741818
2062,126456.624183
2063,144858.468812
2064,108844.70429
2065,167352.514386
2066,178982.365647
2067,150811.171786
2068,116112.46972
2069,200993.262911
2070,115345.131429
2071,201100.197183
2072,149016.952496
2073,190421.602904
2074,173110.065936
2075,88168.1746246
2076,134628.886295
2077,131298.98059
2078,104929.049996
2079,172262.814929
2080,169894.91561
2081,106179.437679
2082,75064.5349187
2083,132474.025932
2084,135888.78493
2085,127315.927957
2086,174179.712716
2087,150675.870067
2088,133468.789364
2089,125053.026665
2090,128319.017988
2091,99371.0913011
2092,151310.987824
2093,138010.952217
2094,116760.030651
2095,118093.17891
2096,134403.336723
2097,57415.7618388
2098,137712.83583
2099,93511.5598844
2100,136900.041736
2101,128571.071102
2102,159028.478742
2103,166538.317528
2104,127443.804664
2105,155569.77402
2106,96807.8328024
2107,77353.3385613
2108,111906.131621
2109,139175.898129
2110,100031.364186
2111,167896.093054
2112,134691.677559
2113,163707.6895
2114,125285.168388
2115,195830.113455
2116,117420.910991
2117,140482.892451
2118,118680.246315
2119,111725.777063
2120,167507.387585
2121,172787.102031
2122,185004.416015
2123,155546.400133
2124,131183.628363
2125,159646.06656
2126,193553.24619
2127,133471.537276
2128,136872.336516
2129,117632.498452
2130,105598.847342
2131,83978.7448764
2132,105342.106515
2133,130460.116719
2134,119402.913078
2135,139624.008012
2136,97315.6296736
2137,133823.211187
2138,108619.255852
2139,209243.486054
2140,142445.695074
2141,154745.914408
2142,126522.40965
2143,165177.401461
2144,151756.350827
2145,184388.430314
2146,222465.718674
2147,179614.045471
2148,117116.860904
2149,199301.154183
2150,194875.343152
2151,108166.200722
2152,191546.161676
2153,211854.937358
2154,116743.816967
2155,156820.666107
2156,197455.595891
2157,112153.558518
2158,181817.735182
2159,158474.231157
2160,216828.193786
2161,253772.433961
2162,247606.934256
2163,312793.476057
2164,181849.475103
2165,196651.68387
2166,94158.0399587
2167,257791.50828
2168,201517.240674
2169,181577.480979
2170,161860.356808
2171,84988.6487668
2172,130146.958476
2173,175548.757657
2174,163596.185116
2175,207384.281199
2176,224942.301835
2177,244042.226396
2178,192375.179358
2179,218737.615507
2180,148841.54884
2181,218744.721889
2182,141383.679481
2183,138599.242389
2184,144668.288259
2185,208042.77705
2186,124351.501068
2187,161208.445186
2188,177247.109687
2189,370424.642869
2190,110765.014459
2191,148513.587147
2192,114442.223685
2193,157554.850415
2194,113670.840234
2195,112646.998592
2196,145082.070142
2197,72515.7917028
2198,164881.069837
2199,146168.604955
2200,170703.651972
2201,114795.958232
2202,147135.702317
2203,177148.235586
2204,131794.611088
2205,160301.008549
2206,216787.337286
2207,232596.422234
2208,313077.587397
2209,218465.116784
2210,110264.479914
2211,104219.453538
2212,111271.606554
2213,111514.470635
2214,155653.211057
2215,129935.895468
2216,120577.224274
2217,141624.171758
2218,123962.541234
2219,135216.971388
2220,83285.9312655
2221,175574.566645
2222,236359.069766
2223,200397.685336
2224,271695.312714
2225,192486.786809
2226,223877.529882
2227,214856.833697
2228,249835.280711
2229,308156.257126
2230,284546.007777
2231,162373.107849
2232,149180.245179
2233,165117.988803
2234,170347.717867
2235,256484.758312
2236,212522.866593
2237,277893.422889
2238,147057.830955
2239,132296.134585
2240,145909.662245
2241,176990.34632
2242,137816.868289
2243,178804.100294
2244,156547.280668
2245,143661.890538
2246,156712.195686
2247,140033.911476
2248,198053.288906
2249,121822.801534
2250,178524.038914
2251,114766.085779
2252,141189.749304
2253,229914.454378
2254,230605.018457
2255,210700.473518
2256,178936.012725
2257,154548.742884
2258,119531.55874
2259,253764.313842
2260,153782.626633
2261,173729.468863
2262,200727.51256
2263,220951.487402
2264,359343.835882
2265,155209.950783
2266,237493.526472
2267,202657.255362
2268,285880.921121
2269,139358.488721
2270,224901.790253
2271,177724.825409
2272,149310.913298
2273,113495.612001
2274,196706.64791
2275,130816.962591
2276,208838.949889
2277,140802.817718
2278,185265.50173
2279,127393.757191
2280,163027.344978
2281,165590.400486
2282,146730.429865
2283,136027.149834
2284,115584.916439
2285,199912.465015
2286,184865.302293
2287,169318.574994
2288,245012.434052
2289,303150.494644
2290,206609.013775
2291,273748.387497
2292,207574.310051
2293,285733.218939
2294,274214.69723
2295,250764.80322
2296,201199.156331
2297,314363.078183
2298,152533.512669
2299,213573.16073
2300,214124.763682
2301,232540.892477
2302,214513.672178
2303,196953.997084
2304,287240.129681
2305,203650.423306
2306,256631.259896
2307,215588.019451
2308,160412.601487
2309,288116.080186
2310,210057.183666
2311,167495.642038
2312,202672.317898
2313,190138.044457
2314,206896.456532
2315,234762.574371
2316,174369.028334
2317,156526.555273
2318,165323.676037
2319,194689.49931
2320,226504.682692
2321,219755.856063
2322,166028.316967
2323,190146.636344
2324,203431.357135
2325,199746.148018
2326,176465.97411
2327,239366.117501
2328,191547.222834
2329,183801.74618
2330,214244.024556
2331,178225.128775
2332,235145.018228
2333,108354.284213
2334,184075.496889
2335,161282.387796
2336,308460.989559
2337,166121.095924
2338,302380.389651
2339,183096.499962
2340,186101.760137
2341,174324.978778
2342,225064.106036
2343,206864.693397
2344,249900.3702
2345,159260.639702
2346,233768.927419
2347,232494.244863
2348,197459.638538
2349,276131.73761
2350,287080.501129
2351,142948.433144
2352,214077.164202
2353,169330.480972
2354,145992.025893
2355,103825.467797
2356,178831.369932
2357,142754.74081
2358,168537.99899
2359,208350.851657
2360,133742.032159
2361,127480.022721
2362,214454.344151
2363,155812.514271
2364,240653.572907
2365,164129.06481
2366,173322.476578
2367,235207.877857
2368,250488.086727
2369,146189.347624
2370,179542.502146
2371,224805.009778
2372,190565.31831
2373,187692.172365
2374,281755.777236
2375,161016.734575
2376,154066.23376
2377,97909.7387577
2378,134034.019763
2379,212609.287858
2380,155224.313353
2381,164614.742278
2382,266225.231414
2383,178206.211436
2384,239631.284075
2385,204652.643415
2386,124183.69781
2387,185339.166148
2388,195295.572919
2389,167078.751387
2390,203864.269525
2391,188661.444685
2392,117575.311484
2393,223766.059515
2394,162891.764204
2395,199053.409077
2396,93047.8661075
2397,188020.526619
2398,197133.632446
2399,159497.678146
2400,162857.336254
2401,199150.209389
2402,169147.493758
2403,138725.587563
2404,207355.683687
2405,149120.298932
2406,184528.593094
2407,130063.468378
2408,198454.447262
2409,143488.3001
2410,165887.123559
2411,111641.974738
2412,124269.348867
2413,96103.5474039
2414,174617.835275
2415,98878.1229063
2416,158257.109357
2417,115627.170882
2418,137446.953465
2419,139011.641967
2420,133303.911586
2421,111945.90386
2422,174863.290778
2423,128193.686663
2424,183869.623338
2425,221680.96222
2426,144363.25708
2427,112738.022779
2428,181259.343271
2429,103582.721385
2430,109230.673459
2431,109259.787731
2432,162054.161373
2433,126818.155099
2434,160270.021859
2435,170217.971309
2436,137555.369403
2437,87115.2563349
2438,150194.70687
2439,115769.031169
2440,111644.600321
2441,109183.551203
2442,130702.572133
2443,152770.438278
2444,175397.692379
2445,82305.0214872
2446,116575.494429
2447,153102.287644
2448,156683.302352
2449,145448.077293
2450,137545.19243
2451,190604.691005
2452,180808.401996
2453,155369.494588
2454,164039.360199
2455,194542.560227
2456,129239.060651
2457,137763.908265
2458,142222.27311
2459,113541.682283
2460,137022.213865
2461,65202.9255578
2462,94864.0741247
2463,158784.382733
2464,164969.500637
2465,167649.62071
2466,117800.387361
2467,183996.217916
2468,83459.1285655
2469,112502.701781
2470,167178.709738
2471,155047.910911
2472,98643.905972
2473,123807.261141
2474,87173.5832427
2475,187907.097662
2476,146142.942784
2477,165599.614766
2478,148238.406217
2479,124436.948232
2480,191976.513445
2481,130695.646992
2482,165055.867734
2483,119762.729882
2484,161386.94827
2485,189511.609547
2486,122700.743749
2487,184391.521262
2488,222557.393532
2489,151961.798544
2490,120022.524934
2491,157983.439139
2492,243615.968033
2493,256607.158534
2494,160529.732791
2495,99541.7078961
2496,75967.7154243
2497,152834.512728
2498,172791.87024
2499,120494.806244
2500,84692.6954656
2501,121843.567544
2502,146319.433562
2503,112571.80074
2504,217394.157495
2505,313652.542538
2506,151830.174981
2507,287741.591917
2508,169271.068067
2509,150133.919672
2510,84143.9116878
2511,192346.48939
2512,210220.808499
2513,221730.037989
2514,236681.990658
2515,203593.820807
2516,199271.428439
2517,187858.803626
2518,179480.433899
2519,253908.964003
2520,234352.532528
2521,204992.852321
2522,166802.514842
2523,177204.422021
2524,146732.142226
2525,167774.695877
2526,190138.394703
2527,142675.262326
2528,151442.867388
2529,202528.176977
2530,149395.489682
2531,193557.78928
2532,202583.580062
2533,187726.461751
2534,171611.090675
2535,219339.440531
2536,212516.021419
2537,198815.713324
2538,178058.464583
2539,149425.961432
2540,143894.352934
2541,202229.286482
2542,158259.322729
2543,164827.571573
2544,132572.640186
2545,123517.524291
2546,94820.587576
2547,113552.743815
2548,193912.667002
2549,193491.448492
2550,307289.245368
2551,86127.3182594
2552,120382.969679
2553,143839.793584
2554,68242.6077934
2555,113661.949047
2556,138960.322755
2557,130587.268151
2558,101241.346519
2559,121415.315774
2560,202987.851127
2561,64843.0604922
2562,128812.177461
2563,144932.219883
2564,153203.004792
2565,159723.500953
2566,214664.385319
2567,152446.453354
2568,198710.722722
2569,193731.84338
2570,195072.401315
2571,172707.034566
2572,192875.269858
2573,137734.191969
2574,242684.667503
2575,106308.318709
2576,138907.466912
2577,105739.113833
2578,91095.4085991
2579,110055.083348
2580,85670.0022515
2581,141151.749715
2582,189634.052338
2583,171283.678957
2584,119460.689807
2585,152176.577341
2586,188364.985641
2587,222975.116749
2588,193189.290545
2589,184606.076424
2590,160747.756294
2591,270986.956855
2592,161413.179507
2593,263346.763755
2594,225674.285594
2595,196086.304813
2596,192631.258256
2597,158228.044507
2598,172448.488521
2599,266674.400526
2600,214873.172467
2601,133529.005402
2602,140222.398406
2603,184080.702878
2604,107242.161513
2605,101315.982738
2606,192666.68061
2607,204057.526577
2608,182583.35766
2609,147120.161185
2610,140412.132836
2611,136058.665035
2612,198808.090246
2613,194097.711035
2614,113761.409808
2615,168292.530523
2616,183768.236292
2617,172908.605636
2618,147073.492322
2619,185942.22391
2620,216438.403009
2621,174950.128477
2622,212574.57673
2623,162506.108496
2624,227659.100022
2625,195286.566216
2626,207311.705691
2627,206251.489025
2628,278638.29865
2629,292333.172307
2630,388505.542971
2631,219159.962384
2632,242895.399099
2633,182349.835192
2634,391343.076957
2635,198406.256731
2636,240483.561985
2637,145712.633905
2638,203388.817184
2639,161902.842659
2640,81915.477369
2641,191995.542457
2642,217480.56825
2643,112157.558876
2644,120471.133548
2645,162639.222179
2646,116457.53214
2647,145427.590687
2648,211746.12607
2649,182064.968449
2650,183208.115613
2651,175034.230526
2652,239094.908286
2653,200498.513061
2654,214399.444919
2655,237773.840054
2656,221030.591543
2657,261378.627607
2658,234934.063805
2659,236539.123805
2660,249836.023909
2661,185770.206904
2662,270424.362068
2663,230099.877199
2664,280527.503291
2665,228827.674021
2666,333052.381503
2667,165720.385319
2668,241498.163614
2669,156123.660185
2670,266572.944539
2671,220964.200891
2672,193520.21841
2673,127125.214306
2674,147688.356864
2675,153174.367692
2676,155215.87552
2677,161128.353879
2678,228207.683674
2679,96331.4428998
2680,178395.697709
2681,184438.248691
2682,209379.256746
2683,296732.608714
2684,309632.478047
2685,218116.88312
2686,161995.310045
2687,268149.995119
2688,149931.921923
2689,237155.454613
2690,261664.489129
2691,253315.423914
2692,128457.755893
2693,100583.918314
2694,133630.405193
2695,212759.263965
2696,192193.876646
2697,171509.010895
2698,215328.906817
2699,159223.045085
2700,174414.172095
2701,174013.506138
2702,174059.760332
2703,146991.273536
2704,209428.489046
2705,128387.372376
2706,130199.07355
2707,140283.216405
2708,118730.609488
2709,130810.272661
2710,117233.787057
2711,338773.662237
2712,292007.950324
2713,151436.559241
2714,244473.757504
2715,185117.271115
2716,184262.996299
2717,298786.14497
2718,145164.551607
2719,140559.979689
2720,153582.804552
2721,158438.173714
2722,154002.32055
2723,212722.804657
2724,152716.06637
2725,161496.026996
2726,143530.243847
2727,193796.478136
2728,220957.959369
2729,203604.475642
2730,153873.639621
2731,167355.880943
2732,168620.347127
2733,125849.195931
2734,116372.004177
2735,123705.141791
2736,146282.951862
2737,128944.534012
2738,132529.161008
2739,187523.961267
2740,126232.99643
2741,163642.212701
2742,159731.447291
2743,144149.752683
2744,176199.064218
2745,195188.046039
2746,143643.664762
2747,190224.622262
2748,185177.250527
2749,186902.400911
2750,141002.620717
2751,155574.44704
2752,160755.320967
2753,199221.589093
2754,147765.009953
2755,108328.045401
2756,141155.30535
2757,148532.464432
2758,105128.753824
2759,192611.535431
2760,136139.524318
2761,169754.058591
2762,139190.070405
2763,219117.226941
2764,274865.872032
2765,257855.162008
2766,144705.204317
2767,169468.756465
2768,86569.9558575
2769,135175.38245
2770,166581.336138
2771,165944.350354
2772,138338.091343
2773,207928.332563
2774,147874.069429
2775,98093.8239148
2776,163498.950321
2777,174793.574691
2778,155232.00701
2779,110270.640818
2780,91888.380029
2781,133371.021863
2782,49193.9966199
2783,132681.577554
2784,81754.4148162
2785,144589.750711
2786,92419.6846924
2787,81994.5114272
2788,87710.8946282
2789,169716.615281
2790,112186.629275
2791,145767.458147
2792,87798.6266154
2793,134186.247314
2794,117801.350253
2795,127037.208181
2796,142625.19648
2797,167746.892801
2798,92812.7303805
2799,150468.181013
2800,82449.6976722
2801,86922.6826588
2802,137894.537293
2803,127585.419609
2804,187125.224441
2805,153747.1738
2806,112034.673727
2807,249504.203896
2808,209255.758392
2809,168830.362401
2810,158456.370833
2811,203384.476829
2812,177419.686611
2813,98662.775164
2814,130795.349766
2815,114158.901617
2816,175604.236144
2817,126748.149908
2818,153050.242063
2819,205268.676117
2820,196668.35823
2821,123339.954735
2822,212999.249864
2823,188596.193937
2824,115617.788995
2825,161982.796389
2826,147709.902911
2827,122985.41782
2828,194076.876861
2829,139278.899734
2830,246048.656398
2831,180188.112973
2832,216801.54798
2833,271358.890774
2834,300510.571917
2835,213613.077913
2836,232735.19234
2837,112962.244827
2838,160540.699254
2839,122838.901231
2840,149230.189252
2841,153889.188781
2842,269917.060584
2843,155055.9991
2844,169786.982075
2845,119427.280779
2846,173751.740214
2847,276763.344122
2848,259927.755667
2849,241764.268385
2850,192139.551557
2851,229852.3908
2852,269025.575087
2853,165054.757754
2854,170921.158318
2855,220838.779091
2856,252189.578929
2857,195168.233846
2858,199649.741558
2859,137336.502393
2860,143391.138448
2861,141298.906222
2862,199999.623204
2863,151133.458209
2864,228779.025221
2865,143290.531505
2866,171861.575913
2867,92603.0881333
2868,97940.282359
2869,80554.7623217
2870,171021.374377
2871,109451.06088
2872,131331.492989
2873,61145.6695339
2874,176166.396423
2875,145488.998671
2876,221585.502147
2877,168115.248513
2878,199702.455073
2879,143166.701168
2880,151681.814315
2881,114187.810356
2882,158933.225243
2883,134150.481791
2884,249511.964542
2885,171229.309926
2886,204810.875005
2887,133817.858679
2888,140993.0617
2889,67108.845309
2890,114849.58095
2891,119314.895775
2892,102111.793966
2893,64428.6929003
2894,125010.790898
2895,228639.034975
2896,268616.098471
2897,131664.063984
2898,146431.634196
2899,168082.308004
2900,146533.51212
2901,209182.805673
2902,144293.992352
2903,277254.718034
2904,193563.080167
2905,182970.568282
2906,146925.497878
2907,146574.087055
2908,194420.174997
2909,112492.645228
2910,77322.336833
2911,142039.047661
2912,182321.60919
2913,99671.9517956
2914,112506.021827
2915,128190.657054
2916,137940.41074
2917,242553.39601
2918,180755.446562
2919,197615.358168
